ville;abri;ID DSP;ID Autolib;adresse;Code Postal;prises Autolib;prises Tiers T3;type;XY
Paris;1.0;75114-25;Paris/Catalogne/2;2 Place de Catalogne;75014;4.0;1;Voirie;48.836814, 2.318727
Paris;;75115-01;Paris/Fédération/10;10 rue de la Fédération;75015;4.0;2;Voirie;48.854723, 2.290392
Paris;;75115-04;Paris/Suffren/78;78 avenue de Suffren;75015;4.0;1;Voirie;48.851708, 2.299772
Paris;;75115-09;Paris/Héricart/54;54 rue Héricart;75015;4.0;;Voirie;48.848999, 2.286851
Paris;1.0;75115-17;Paris/Etienne Pernet/26;26 Place Etienne Pernet;75015;4.0;2;Voirie;48.842723, 2.292032
Paris;;75115-36;Paris/Mademoiselle/22;22 Rue Mademoiselle;75015;4.0;3;Voirie;48.843443, 2.298122
Paris;1.0;75115-48;Paris/Balard/18;18 Rue Balard;75015;4.0;1;Voirie;48.84443, 2.277043
Paris;;75115-53;Paris/Lecourbe/63;63 rue Lecourbe;75015;4.0;2;Voirie;48.843539, 2.306167
Paris;;75115-58;Paris/Cotentin/29;29 rue du Cotentin;75015;4.0;2;Voirie;48.838494, 2.312736
Paris;;75115-61;Paris/Beaugrenelle/4;4 rue Beaugrenelle;75015;4.0;2;Voirie;48.847863, 2.284732
Paris;;75116-16;Paris/Malakoff/115;115 avenue de Malakoff;75016;4.0;2;Voirie;48.874962, 2.283934
Paris;;75116-22;Paris/Georges Mandel/1;1 avenue Georges Mandel;75016;4.0;2;Voirie;48.863629, 2.281367
Paris;;75116-29;Paris/Mozart/101;101 Avenue Mozart;75016;4.0;;Voirie;48.851569, 2.267828
Paris;;75116-40;Paris/Square Tolstoï/2;2 square Tolstoï;75016;4.0;2;Voirie;48.851907, 2.260336
Paris;;75116-42;Paris/Théophile Gauthier/14;14 avenue Théophile Gauthier;75016;4.0;2;Voirie;48.850735, 2.273921
Paris;;75116-43;Paris/Marceau/59;59 avenue Marceau;75016;4.0;1;Voirie;48.869946, 2.297789
Paris;;75116-44;Paris/Paul Doumer/72;72 Avenue Paul Doumer;75016;4.0;2;Voirie;48.85973, 2.278826
Romainville;;93063-02;Romainville/Commune de Paris/100;100 rue de la Commune de Paris;93230;6.0;;Voirie;48.896787, 2.432474
Romainville;1.0;93063-03;Romainville/Pierre Kerautret/40;40 avenue Pierre Kerautret;93230;6.0;;Voirie;48.882628, 2.443576
Rosny-sous-Bois;;93064-05;Rosny-sous-Bois/Léon Blum/10;10 rue Léon Blum;93110;7.0;;Voirie;48.880395, 2.478508
Champigny-sur-Marne;;94017-03;Champigny-sur-Marne/Pierre Renaudel/2;2 rue Pierre Renaudel;94500;6.0;;Voirie;48.813689, 2.509506
Paris;;75104-PE;Paris/Lobau/Parking;4 Rue Lobau;75004;6.0;;Parking;48.856579, 2.353831
Paris;;75108-PD;Paris/Concorde/Parking;2 avenue Gabriel;75008;6.0;;Parking;48.867387, 2.320354
Paris;;75108-PH;Paris/Madeleine Tronchet/Parking;19 place de la Madeleine;75008;6.0;;Parking;48.870739, 2.32399
Paris;;75113-PH;Paris/Quai d'Austerlitz/Parking;29 quai Austerlitz;75013;6.0;;Parking;48.839319, 2.371372
Paris;;75115-PL;Paris/Garibaldi Cambronne/Parking;1 boulevard Garibaldi;75015;6.0;;Parking;48.84779, 2.302632
Paris;;75117-PA;Paris/Cardinet/Parking;168 bis rue Cardinet;75017;6.0;;Parking;48.890073, 2.317183
Paris;;75117-PM;Paris/Gouvion Maillot/Parking;26 boulevard Gouvion Saint-Cyr;75017;6.0;;Parking;48.883514, 2.287872
Levallois-Perret;;92044-PG;Levallois-Perret/Marjolin/Parking;21 rue Pierre Brossolette;92300;6.0;;Parking;48.895448, 2.292382
Paris;;75101-08;Paris/Croix des Petits Champs/4;4 Rue Croix des Petits Champs;75001;4.0;;Voirie;48.862458, 2.339435
Paris;;75101-11;Paris/Colonel Driant/7;7 rue du Colonel Driant;75001;4.0;;Voirie;48.863338, 2.340493
Paris;;75102-05;Paris/Vivienne/43;43 rue Vivienne;75002;4.0;;Voirie;48.870687, 2.340959
Paris;;75102-09;Paris/Quatre Septembre/26;26 Rue du Quatre Septembre;75002;4.0;1;Voirie;48.870073, 2.334487
Paris;;75102-13;Paris/Dalayrac/19;19 rue Dalayrac;75002;4.0;1;Voirie;48.868121, 2.335117
Paris;;75102-15;Paris/Réaumur/116;116 rue Réaumur;75002;4.0;1;Voirie;48.867931, 2.34517
Paris;;75103-04;Paris/Réaumur/38;38 Rue Réaumur;75003;4.0;2;Voirie;48.865379, 2.357442
Paris;;75103-09;Paris/Pastourelle/27;27 rue Pastourelle;75003;4.0;2;Voirie;48.862606, 2.359769
Paris;;75104-04;Paris/Temple/36;36 rue du Temple;75004;4.0;;Voirie;48.859633, 2.354272
Paris;;75104-05;Paris/Sainte-Croix de la Bretonnerie/37;37 rue Sainte-Croix de la Bretonnerie;75004;4.0;;Voirie;48.858669, 2.354514
Paris;;75104-12;Paris/Schomberg/1;1 rue de Schomberg;75004;4.0;2;Voirie;48.849011, 2.362568
Paris;;75104-14;Paris/Nonnains d'Hyères/1;1 rue des Nonnains d'Hyères;75004;4.0;1;Voirie;48.854124, 2.358607
Paris;;75104-15;Paris/Bourdon/9;9 boulevard Bourdon;75004;4.0;2;Voirie;48.848397, 2.365936
Paris;;75104-16;Paris/Neuve Saint-Pierre/2;2 rue Neuve Saint-Pierre;75004;4.0;1;Voirie;48.853525, 2.364145
Paris;;75105-03;Paris/Tournelle/21;21 Quai de la Tournelle;75005;4.0;;Voirie;48.850013, 2.354439
Paris;;75105-08;Paris/Pierre Brossolette/1;1 rue Pierre Brossolette;75005;4.0;2;Voirie;48.841971, 2.347603
Paris;;75105-11;Paris/Linné/18;18 rue Linné;75005;4.0;2;Voirie;48.845249, 2.354829
Paris;;75105-15;Paris/Valette/2;2 bis rue Valette;75005;4.0;2;Voirie;48.848001, 2.346914
Paris;;75105-17;Paris/Clovis/20;20 rue Clovis;75005;4.0;1;Voirie;48.846018, 2.349617
Paris;;75106-02;Paris/Lobineau/9;9 rue Lobineau;75006;4.0;1;Voirie;48.851662, 2.336187
Paris;;75106-06;Paris/Saint Placide/58;58 Rue Saint Placide;75006;4.0;1;Voirie;48.84738, 2.326286
Paris;;75106-09;Paris/Joseph Bara/15;15 rue Joseph Bara;75006;4.0;1;Voirie;48.841664, 2.332832
Paris;;75106-12;Paris/Raspail/136;136 boulevard Raspail;75006;4.0;2;Voirie;48.842416, 2.329234
Paris;;75106-15;Paris/Four/38;38 rue du Four;75006;4.0;2;Voirie;48.852456, 2.331498
Paris;;75106-17;Paris/Montfaucon/4;4 Rue de Montfaucon;75006;4.0;;Voirie;48.852672, 2.335876
Paris;;75107-02;Paris/Bourdonnais/45;45 Avenue de la Bourdonnais;75007;4.0;1;Voirie;48.857971, 2.299902
Paris;;75107-03;Paris/Constantine/25;25 rue Constantine;75007;4.0;2;Voirie;48.858687, 2.314824
Paris;;75107-04;Paris/Mithouard/6;6 place du Président Mithouard;75007;4.0;2;Voirie;48.85116, 2.312986
Paris;;75107-09;Paris/Bosquet/41;41 avenue Bosquet;75007;4.0;1;Voirie;48.858085, 2.304116
Paris;;75107-10;Paris/Duroc/2;2 Rue Duroc;75007;4.0;2;Voirie;48.847732, 2.313366
Paris;;75107-14;Paris/Émile Deschanel/15;15 avenue Émile Deschanel;75007;4.0;2;Voirie;48.855656, 2.302239
Paris;;75107-18;Paris/Invalides/21;21 Boulevard des Invalides;75007;4.0;2;Voirie;48.85191, 2.314929
Paris;;75107-24;Paris/Bellechasse/5;5 rue de Bellechasse;75007;4.0;;Voirie;48.859894, 2.324583
Paris;;75108-01;Paris/Chateaubriand/19;19 rue de Chateaubriand;75008;4.0;2;Voirie;48.873508, 2.300834
Paris;;75108-13;Paris/Saint-Honoré/161;161 rue du Faubourg Saint-Honoré;75008;4.0;2;Voirie;48.874554, 2.306144
Paris;;75108-22;Paris/Courcelles/40;40 rue de Courcelles;75008;4.0;2;Voirie;48.875969, 2.308451
Paris;;75108-26;Paris/Batignolles/9;9 Boulevard des Batignolles;75008;4.0;;Voirie;48.883087, 2.326173
Paris;;75109-10;Paris/Rochechouart/31;31 Boulevard Rochechouart;75009;4.0;2;Voirie;48.882936, 2.345548
Paris;;75109-16;Paris/La Fayette/7;7 rue La Fayette;75009;4.0;2;Voirie;48.873592, 2.334793
Paris;;75109-22;Paris/Haussmann/6;6 Boulevard Haussmann;75009;4.0;1;Voirie;48.872297, 2.338982
Paris;;75109-24;Paris/Paul Escudier/2;2 rue Paul Escudier;75009;4.0;2;Voirie;48.88052, 2.331841
Paris;;75109-25;Paris/Montmartre/31;31 Bis Rue du Faubourg Montmartre;75009;4.0;;Voirie;48.87382, 2.342417
Paris;;75110-03;Paris/Faubourg-Saint-Martin/203;203 Rue du Faubourg-Saint-Martin;75010;4.0;2;Voirie;48.880047, 2.363654
Paris;;75110-10;Paris/Pierre Chausson/1;1 rue Pierre Chausson;75010;4.0;;Voirie;48.870309, 2.360051
Paris;;75110-13;Paris/Faubourg-Saint-Martin/242;242 Rue du Faubourg-Saint-Martin;75010;4.0;1;Voirie;48.881887, 2.3662
Paris;;75110-15;Paris/Louis Blanc/6;6 Rue Louis Blanc;75010;4.0;2;Voirie;48.878732, 2.36935
Paris;;75110-29;Paris/Château Landon/52;52 rue de Château Landon;75010;4.0;;Voirie;48.883597, 2.364293
Paris;;75110-33;Paris/Poissonnière/64;64 rue du Faubourg Poissonnière;75010;4.0;;Voirie;48.875644, 2.348299
Paris;1.0;75111-02;Paris/Parmentier/2;2 avenue Parmentier;75011;4.0;1;Voirie;48.858805, 2.379981
Paris;;75111-06;Paris/Voltaire/182;182 Boulevard Voltaire;75011;4.0;2;Voirie;48.854739, 2.385165
Paris;;75111-10;Paris/Parmentier/125;125 bis avenue Parmentier;75011;4.0;2;Voirie;48.869112, 2.371507
Paris;;75111-12;Paris/Voltaire/59;59 Boulevard Voltaire;75011;4.0;1;Voirie;48.861924, 2.373523
Paris;;75111-22;Paris/Philippe Auguste/126;126 Avenue Philippe Auguste;75011;4.0;2;Voirie;48.857799, 2.390304
Paris;;75111-30;Paris/Richard Lenoir/110;110 Boulevard Richard Lenoir;75011;4.0;2;Voirie;48.864099, 2.371411
Paris;;75112-02;Paris/Ledru-Rollin/88;88 Avenue Ledru-Rollin;75012;4.0;2;Voirie;48.850465, 2.375429
Paris;;75112-03;Paris/Bastille/50;50 boulevard de la Bastille;75012;4.0;1;Voirie;48.85152, 2.369286
Paris;;75112-04;Paris/Ledru Rollin/20;20 avenue Ledru Rollin;75012;4.0;1;Voirie;48.846559, 2.369239
Paris;;75112-07;Paris/Bastille/20;20 boulevard de la Bastille;75012;4.0;1;Voirie;48.848361, 2.367977
Paris;;75112-10;Paris/Bercy/88;88 rue de Bercy;75012;4.0;2;Voirie;48.841011, 2.377881
Paris;;75112-17;Paris/Henard/3;3 Rue Henard;75012;4.0;2;Voirie;48.842499, 2.389958
Paris;;75112-26;Paris/Picpus/7;7 boulevard de Picpus;75012;4.0;2;Voirie;48.840578, 2.400356
Paris;;75112-37;Paris/Bercy/5;5 boulevard de Bercy;75112;4.0;2;Voirie;
Paris;;75113-04;Paris/Marie-Andrée Lagroua Weil-Halle/2;2 rue Marie-Andrée Lagroua Weil-Halle;75013;4.0;;Voirie;48.828474, 2.38024
Paris;;75113-13;Paris/Nationale/77;77 Rue Nationale;75013;4.0;1;Voirie;48.827445, 2.366055
Paris;;75113-16;Paris/Tolbiac/189;189 Rue de Tolbiac;75013;4.0;1;Voirie;48.82576, 2.351223
Paris;;75113-17;Paris/Tolbiac/145;145 rue de Tolbiac;75013;4.0;2;Voirie;48.826073, 2.358175
Paris;;75113-18;Paris/Caillaux/24;24 rue Caillaux;75013;4.0;2;Voirie;48.822576, 2.360683
Paris;;75113-22;Paris/Tolbiac/41;41 rue de Tolbiac;75013;4.0;2;Voirie;48.827951, 2.372178
Paris;;75113-31;Paris/Chevaleret/131;131 rue du Chevaleret;75013;4.0;2;Voirie;48.830535, 2.373573
Paris;;75113-33;Paris/Tolbiac/15;15 bis rue de Tolbiac;75013;4.0;;Voirie;48.829227, 2.374553
Paris;;75113-36;Paris/Choisy/188;188 Avenue de Choisy;75013;4.0;2;Voirie;48.830389, 2.356686
Paris;;75114-01;Paris/25 Août 1944/8;8 Place du 25 Août 1944;75014;4.0;;Voirie;48.822426, 2.324835
Paris;1.0;75114-06;Paris/Maine/78;78 Avenue du Maine;75014;4.0;2;Voirie;48.834466, 2.324167
Paris;;75114-08;Paris/Jean Moulin/34;34 avenue Jean Moulin;75014;4.0;1;Voirie;48.826631, 2.323793
Paris;;75114-13;Paris/Maine/185;185 avenue du Maine;75014;4.0;1;Voirie;48.830761, 2.325936
Paris;;75114-18;Paris/Georges Lafenestre/11;11 avenue Georges Lafenestre;75014;4.0;2;Voirie;48.825201, 2.311654
Paris;;75114-20;Paris/Reille/59;59 avenue Reille;75014;4.0;2;Voirie;48.823732, 2.332034
Paris;;75114-23;Paris/Arago/85;85 Boulevard Arago;75014;4.0;2;Voirie;48.834596, 2.335584
Paris;;75114-24;Paris/Arago/99;99 Boulevard Arago;75014;4.0;;Voirie;48.834269, 2.333843
Paris;;75114-29;Paris/Porte de Montrouge/8;8 Avenue de la Porte de Montrouge;75014;4.0;2;Voirie;48.82309, 2.322802
Paris;;75114-31;Paris/Vercingétorix/106;106 rue Vercingétorix;75014;4.0;2;Voirie;48.834334, 2.314503
Paris;;75115-07;Paris/Gerbert/11;11 rue Gerbert;75015;4.0;1;Voirie;48.839326, 2.298645
Paris;;75115-10;Paris/Olivier de Serres/3;3 rue Olivier de Serres;75015;4.0;2;Voirie;48.836992, 2.298538
Paris;;75115-13;Paris/Lourmel/79;79 rue de Lourmel;75015;4.0;;Voirie;48.84501, 2.287506
Paris;;75115-29;Paris/Dantzig/80;80 Rue de Dantzig;75015;4.0;2;Voirie;48.833044, 2.29831
Paris;;75115-37;Paris/Lourmel/33;33 rue de Lourmel;75015;4.0;2;Voirie;48.848283, 2.290527
Paris;;75115-47;Paris/Lacordaire/56;56 Rue Lacordaire;75015;4.0;2;Voirie;48.84126, 2.281793
Paris;;75115-59;Paris/Morillons/95;95 rue des Morillons;75015;4.0;2;Voirie;48.831991, 2.304742
Paris;;75106-03;Paris/Madame/18;18 rue Madame;75006;4.0;;Voirie;48.848694, 2.331699
Paris;;75106-05;Paris/Péguy/2;2 Rue Péguy;75006;4.0;2;Voirie;48.842972, 2.328096
Paris;;75106-20;Paris/Danton/8;8 rue Danton;75006;4.0;2;Voirie;48.852499, 2.341863
Paris;;75106-21;Paris/Mayet/2;2 rue Mayet;75006;4.0;;Voirie;48.847296, 2.318229
Paris;;75107-12;Paris/Bac/142;142 rue du Bac;75007;4.0;1;Voirie;48.850774, 2.323772
Paris;;75107-17;Paris/Bac/42;42 Rue du Bac;75007;4.0;2;Voirie;48.856788, 2.326943
Paris;;75107-21;Paris/Ségur/55;55 avenue de Ségur;75007;4.0;2;Voirie;48.849387, 2.30789
Paris;;75108-14;Paris/Constantinople/4;4 rue de Constantinople;75008;4.0;1;Voirie;48.879584, 2.32169
Paris;;75108-16;Paris/Hoche/31;31 avenue Hoche;75008;4.0;;Voirie;48.876049, 2.300973
Paris;;75108-25;Paris/Saint-Augustin/9;9 place Saint-Augustin;75008;4.0;1;Voirie;48.875452, 2.318811
Rueil-Malmaison;;92063-01;Rueil-Malmaison/Édouard Belin/8;8 avenue Édouard Belin;92500;4.0;;Voirie;48.887716, 2.169456
Rueil-Malmaison;;92063-07;Rueil-Malmaison/Richelieu/3;3 place Richelieu;92500;6.0;;Voirie;48.873602, 2.182182
Rueil-Malmaison;;92063-14;Rueil-Malmaison/18 Juin 1940/175;175 avenue du 18 Juin 1940;92500;6.0;;Voirie;48.864951, 2.205761
Rueil-Malmaison;;92063-15;Rueil-Malmaison/De Montbrison/188;188 Rue du Lieutenant-Colonel de Montbrison;92500;6.0;;Voirie;48.857234, 2.193245
Rueil-Malmaison;;92063-19;Rueil-Malmaison/Lavoisier/3;3 avenue Lavoisier;92500;4.0;;Voirie;48.88255, 2.170481
Rueil-Malmaison;;92063-22;Rueil-Malmaison/8 mai 1945/2;2 bis Place du 8 mai 1945;92500;6.0;;Voirie;48.871443, 2.202809
Rueil-Malmaison;;92063-24;Rueil-Malmaison/18 juin 1940/63;63 avenue du 18 juin 1940;92500;5.0;;Voirie;48.868166, 2.19331
Sceaux;;92071-01;Sceaux/Paul Langevin/3;3 avenue Paul Langevin;92330;5.0;;Voirie;48.783893, 2.292204
Sceaux;1.0;92071-02;Sceaux/Gare/3;3 Avenue de la Gare;92330;6.0;;Voirie;48.781226, 2.300876
Sceaux;;92071-05;Sceaux/Houdan/118;118 rue Houdan;92330;6.0;;Voirie;48.779046, 2.289209
Sèvres;;92072-04;Sèvres/Grande Rue/123;123 Grande Rue;92310;6.0;;Voirie;48.827059, 2.201314
Sèvres;;92072-14;Sèvres/Cristallerie/2;2 Avenue de la Cristallerie;92310;6.0;;Voirie;48.826735, 2.222721
Suresnes;;92073-05;Suresnes/Jean Jaurès/21;21 avenue Jean Jaurès;92150;6.0;;Voirie;48.863524, 2.209012
Vanves;;92075-01;Vanves/René Sahors/9;9 rue René Sahors;92170;6.0;;Voirie;48.821898, 2.290473
Aulnay-sous-bois;;93005-05;Aulnay-sous-bois/Arthur Chevalier/7;7 rue Arthur Chevalier;93600;6.0;;Voirie;48.930465, 2.506231
Bagnolet;;93006-06;Bagnolet/Stalingrad/49;49 avenue de Stalingrad;93170;6.0;;Voirie;48.873005, 2.429243
Drancy;;93029-03;Drancy/Sadi Carnot/116;116 rue Sadi Carnot;93700;5.0;1;Voirie;48.925825, 2.440391
Épinay-sur-Seine;;93031-05;Épinay-sur-Seine/Fitzelin/64;64 Rue de Fitzelin;93800;4.0;1;Voirie;48.959423, 2.303831
Montreuil;;93048-13;Montreuil/Galilée/29;29 rue Galilée;93100;6.0;;Voirie;48.857782, 2.434975
Neuilly Plaisance;;93049-04;Neuilly Plaisance/Edgard Quinet/46;46 rue Edgard Quinet;93360;6.0;;Voirie;48.85583, 2.511099
Noisy-le-Sec;;93053-01;Noisy-le-Sec/Marc Sangnier/8;8 rue Marc Sangnier;93130;6.0;;Voirie;48.896031, 2.458662
Noisy-le-Sec;;93053-04;Noisy-le-Sec/Victor Hugo/1;1 avenue Victor Hugo;93130;6.0;;Voirie;48.892163, 2.467671
Pantin;;93055-17;Pantin/Cartier Bresson/84;84 Rue Cartier Bresson;93500;6.0;;Voirie;48.9018, 2.401219
Saint-Ouen;;93070-04;Saint-Ouen/Dieumegard/1;1 Rue Dieumegard;93400;6.0;;Voirie;48.908231, 2.339996
Saint-Ouen;;93070-06;Saint-Ouen/Moutier/1;1 Rue du Moutier;93400;4.0;;Voirie;48.918061, 2.331916
Saint-Ouen;;93070-11;Saint-Ouen/Michelet/42;42 Avenue Michelet;93400;6.0;;Voirie;48.909792, 2.344129
Saint-Ouen;;93070-12;Saint-Ouen/Capitaine Glarner/44;44 avenue du Capitaine Glarner;93400;6.0;;Voirie;48.903764, 2.329146
Alfortville;;94002-05;Alfortville/Etienne Dolet/174;174 rue Etienne Dolet;94140;6.0;;Voirie;48.790987, 2.425553
Arcueil;;94003-01;Arcueil/François Vincent Raspail/32;32 avenue François Vincent Raspail;94110;6.0;;Voirie;48.805227, 2.337324
Arcueil;;94003-03;Arcueil/Emile Raspail/1;1 rue Emile Raspail;94110;6.0;;Voirie;48.799795, 2.33146
Cachan;;94016-05;Cachan/Carnot/36;36 Avenue Carnot;94230;7.0;;Voirie;48.798371, 2.327184
Charenton-le-Pont;;94018-01;Charenton-le-Pont/Paris/147;147 rue de Paris;94220;6.0;;Voirie;48.826809, 2.405201
Paris;;75116-46;Paris/Adolphe Yvon/6;6 Rue Adolphe Yvon;75016;4.0;2;Voirie;48.864272, 2.271028
Paris;;75116-48;Paris/Versailles/53;53 avenue de Versailles;75016;4.0;1;Voirie;48.847886, 2.274456
Paris;;75117-03;Paris/Navier/1;1 Rue Navier;75017;4.0;2;Voirie;48.895513, 2.328156
Paris;;75117-04;Paris/Mac Mahon/5;5 Avenue Mac Mahon;75017;4.0;2;Voirie;48.875539, 2.294478
Paris;;75117-10;Paris/Legendre/126;126 Rue Legendre;75017;4.0;1;Voirie;48.888684, 2.32214
Paris;;75117-14;Paris/Dulong/67;67 Rue Dulong;75017;4.0;1;Voirie;48.886187, 2.315044
Paris;;75117-19;Paris/Galvani/25;25 rue de Galvani;75017;4.0;1;Voirie;48.884002, 2.289769
Paris;;75117-30;Paris/Grande Armée/40;40 Avenue de la Grande Armée;75017;4.0;1;Voirie;48.876145, 2.288723
Paris;;75117-34;Paris/Raymond Pitet/7;7 rue Raymond Pitet;75017;4.0;1;Voirie;48.890083, 2.296352
Paris;;75117-35;Paris/Pereire/115;115 Boulevard Pereire;75017;4.0;2;Voirie;48.885644, 2.299181
Paris;;75117-36;Paris/Darcet/28;28 rue Darcet;75017;4.0;1;Voirie;48.884526, 2.324624
Paris;;75117-38;Paris/Georges Berger/2;2 Rue Georges Berger;75017;4.0;2;Voirie;48.880817, 2.310044
Paris;;75115-60;Paris/Suffren/112;112 Avenue de Suffren;75015;4.0;2;Voirie;48.848964, 2.304099
Paris;;75116-08;Paris/Mozart/68;68 avenue Mozart;75016;4.0;2;Voirie;48.853389, 2.26851
Paris;;75116-09;Paris/Raymond Poincaré/51;51 avenue Raymond Poincaré;75016;4.0;2;Voirie;48.86692, 2.285865
Paris;;75116-10;Paris/Kléber/89;89 avenue Kléber;75016;4.0;2;Voirie;48.864136, 2.2883
Paris;;75116-18;Paris/Mozart/2;2 Avenue Mozart;75016;4.0;;Voirie;48.858034, 2.274135
Paris;;75116-20;Paris/Victor Hugo/180;180 Avenue Victor Hugo;75016;4.0;2;Voirie;48.865954, 2.27625
Paris;;75116-23;Paris/Jean de la Fontaine/77;77 Rue Jean de la Fontaine;75016;4.0;;Voirie;48.848745, 2.266096
Paris;;75116-24;Paris/Eaux/2;2 rue des Eaux;75016;4.0;2;Voirie;48.856729, 2.286021
Paris;;75116-30;Paris/Exelmans/32;32 boulevard Exelmans;75016;4.0;2;Voirie;48.841328, 2.264477
Paris;;75116-35;Paris/Iéna/63;63 avenue d'Iéna;75016;4.0;1;Voirie;48.871326, 2.29518
Paris;;75116-39;Paris/Pompe/137;137 rue de la Pompe;75016;4.0;2;Voirie;48.864914, 2.278593
Paris;;75117-08;Paris/Marguerite Long/11;11 rue Marguerite Long;75017;4.0;2;Voirie;48.891362, 2.304116
Paris;;75117-09;Paris/Jouffroy d'Abbans/14;14 rue Jouffroy d'Abbans;75017;4.0;2;Voirie;48.886909, 2.31219
Paris;;75117-20;Paris/Jonquière/66;66 rue de la Jonquière;75017;4.0;2;Voirie;48.894123, 2.321132
Paris;;75117-23;Paris/Brémontier/19;19 rue Brémontier;75017;4.0;2;Voirie;48.885045, 2.30345
Paris;;75117-27;Paris/Niel/28;28 avenue de Niel;75017;4.0;1;Voirie;48.880964, 2.295617
Paris;;75117-32;Paris/Clichy/181;181 quater Avenue de Clichy;75017;4.0;;Voirie;48.893515, 2.314689
